titulo,ano,diretor,duracao,cor,generos,pais,classificacao,orcamento,receita,nota_imdb,likes_facebook,ator_1,ator_2,ator_3
Dreamgirls ,2006,Bill Condon,130,Color,Drama|Music|Musical,USA,A partir de 13 anos,70000000,103338338,6.5,0,Loretta Devine,Jennifer Hudson,Anika Noni Rose
Monster House ,2006,Gil Kenan,91,Color,Animation|Comedy|Family|Fantasy|Mystery,USA,Livre,75000000,73661010,6.6,0,Steve Buscemi,Jon Heder,Catherine O'Hara
Talladega Nights: The Ballad of Ricky Bobby ,2006,Adam McKay,122,Color,Action|Comedy|Sport,USA,A partir de 13 anos,73000000,148213377,6.6,0,Will Ferrell,Leslie Bibb,Gary Cole
Cars ,2006,John Lasseter,117,Color,Adventure|Animation|Comedy|Family|Sport,USA,Outros,120000000,244052771,7.2,0,John Ratzenberger,Cheech Marin,George Carlin
Lady in the Water ,2006,M. Night Shyamalan,110,Color,Drama|Fantasy|Mystery|Thriller,USA,A partir de 13 anos,70000000,42272747,5.6,0,Bryce Dallas Howard,Freddy Rodríguez,Bob Balaban
World Trade Center ,2006,Oliver Stone,129,Color,Drama|History|Thriller,USA,A partir de 13 anos,63000000,70236496,6,0,Nicolas Cage,Jay Hernandez,Armando Riesco
We Are Marshall ,2006,McG,131,Color,Drama|Sport,USA,Livre,65000000,43532294,7.1,0,Matthew McConaughey,Kimberly Williams-Paisley,Brian Geraghty
Littleman ,2006,Keenen Ivory Wayans,98,Color,Comedy|Crime,USA,A partir de 13 anos,64000000,58255287,4.3,0,Chazz Palminteri,Brittany Daniel,John Witherspoon
300 ,2006,Zack Snyder,117,Color,Action|Drama|Fantasy|War,USA,A partir de 18 anos,65000000,210592590,7.7,13000,Gerard Butler,Michael Fassbender,Vincent Regan
The Shaggy Dog ,2006,Brian Robbins,98,Color,Comedy|Family|Fantasy,USA,Livre,50000000,61112916,4.4,747,Robert Downey Jr.,Joel David Moore,Kristin Davis
The Sentinel ,2006,Clark Johnson,107,Color,Action|Crime|Thriller,USA,A partir de 13 anos,60000000,36279230,6.1,690,Blair Brown,David Rasche,Martin Donovan
The Pursuit of Happyness ,2006,Gabriele Muccino,117,Color,Biography|Drama,USA,A partir de 13 anos,55000000,162586036,8,32000,Will Smith,Kurt Fuller,James Karen
"You, Me and Dupree ",2006,Anthony Russo,110,Color,Comedy|Romance,USA,A partir de 13 anos,54000000,75604320,5.6,0,Todd Stashwick,Billy Gardell,Amanda Detmer
Flags of Our Fathers ,2006,Clint Eastwood,135,Color,Drama|History|War,USA,A partir de 18 anos,90000000,33574332,7.1,0,Paul Walker,Chris Bauer,Tom McCarthy
The Break-Up ,2006,Peyton Reed,106,Color,Comedy|Drama|Romance,USA,A partir de 13 anos,52000000,118683135,5.8,0,Jon Favreau,John Michael Higgins,Ann-Margret
Deck the Halls ,2006,John Whitesell,93,Color,Comedy|Family,USA,Livre,NA,35092918,4.9,1000,Matthew Broderick,Jorge Garcia,Alia Shawkat
Inside Man ,2006,Spike Lee,129,Color,Crime|Drama|Mystery|Thriller,USA,A partir de 18 anos,45000000,88504640,7.6,0,Denzel Washington,James Ransone,Peter Gerety
Failure to Launch ,2006,Tom Dey,95,Color,Comedy|Romance,USA,A partir de 13 anos,50000000,88658172,5.6,2000,Bradley Cooper,Matthew McConaughey,Zooey Deschanel
Curious George ,2006,Matthew O'Callaghan,78,Color,Adventure|Animation|Comedy|Family,USA,Outros,50000000,58336565,6.6,624,Will Ferrell,Frank Welker,Alexander Gould
Firewall ,2006,Richard Loncraine,105,Color,Crime|Thriller,USA,A partir de 13 anos,50000000,48745150,5.8,773,Jimmy Bennett,Harrison Ford,Mary Lynn Rajskub
The Tooth Fairy ,2006,Chuck Bowman,89,Color,Horror|Thriller,USA,Outros,1500000,NA,4.6,352,P.J. Soles,Lochlyn Munro,Steve Bacic
Happily N'Ever After ,2006,Paul Bolger,75,Color,Adventure|Animation|Comedy|Family|Fantasy,USA,Livre,47000000,15519841,4.5,261,Sarah Michelle Gellar,George Carlin,Rob Paulsen
Last Holiday ,2006,Wayne Wang,112,Color,Adventure|Comedy|Drama,USA,A partir de 13 anos,45000000,38360195,6.4,0,LL Cool J,Alicia Witt,Timothy Hutton
The Ant Bully ,2006,John A. Davis,88,Color,Adventure|Animation|Comedy|Family|Fantasy,USA,Livre,50000000,28133159,5.9,593,Nicolas Cage,Meryl Streep,Julia Roberts
Underworld: Evolution ,2006,Len Wiseman,102,Color,Action|Adventure|Fantasy|Sci-Fi|Thriller,USA,A partir de 18 anos,50000000,62318875,6.8,0,Sophia Myles,Tony Curran,Derek Jacobi
Scary Movie 4 ,2006,David Zucker,89,Color,Comedy,USA,A partir de 13 anos,45000000,90703745,5.1,1000,Beau Mirchoff,Carmen Electra,Regina Hall
Eight Below ,2006,Frank Marshall,120,Color,Adventure|Drama|Family,USA,Livre,40000000,81593527,7.3,11000,Paul Walker,Bruce Greenwood,Wendy Crewson
Big Momma's House 2 ,2006,John Whitesell,99,Color,Comedy|Crime,USA,A partir de 13 anos,40000000,70163652,4.6,663,Chloë Grace Moretz,Nia Long,Marisol Nichols
The Prestige ,2006,Christopher Nolan,130,Color,Drama|Mystery|Sci-Fi|Thriller,USA,A partir de 13 anos,40000000,53082743,8.5,49000,Christian Bale,Hugh Jackman,Scarlett Johansson
Apocalypto ,2006,Mel Gibson,139,Color,Action|Adventure|Drama|Thriller,USA,A partir de 18 anos,40000000,50859889,7.8,14000,Rudy Youngblood,Dalia Hernández,Jonathan Brewer
The Lake House ,2006,Alejandro Agresti,99,Color,Drama|Fantasy|Romance,USA,Livre,40000000,52320979,6.8,0,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach
Marie Antoinette ,2006,Sofia Coppola,123,Color,Biography|Drama|History|Romance,USA,A partir de 13 anos,40000000,15962471,6.4,0,Kirsten Dunst,Shirley Henderson,Rip Torn
The Devil Wears Prada ,2006,David Frankel,109,Color,Comedy|Drama|Romance,USA,A partir de 13 anos,35000000,124732962,6.8,0,Meryl Streep,Anne Hathaway,Rebecca Mader
The Benchwarmers ,2006,Dennis Dugan,75,Color,Comedy|Romance|Sport,USA,A partir de 13 anos,33000000,57651794,5.6,0,Jon Lovitz,Jon Heder,Tim Meadows
The Nativity Story ,2006,Catherine Hardwicke,101,Color,Drama|Family|Fantasy,USA,Livre,30000000,37617947,6.8,0,Keisha Castle-Hughes,Hiam Abbass,Shaun Toub
Zoom ,2006,Peter Hewitt,83,Color,Action|Adventure|Family|Sci-Fi,USA,Livre,35000000,11631245,4.2,494,Kevin Zegers,Rip Torn,Thomas F. Wilson
A Good Year ,2006,Ridley Scott,117,Color,Comedy|Drama|Romance,USA,A partir de 13 anos,35000000,7458269,6.9,9000,Archie Panjabi,Albert Finney,Richard Coyle
The Fountain ,2006,Darren Aronofsky,96,Color,Drama|Sci-Fi,USA,A partir de 13 anos,35000000,10139254,7.3,23000,Hugh Jackman,Ellen Burstyn,Mark Margolis
The Good German ,2006,Steven Soderbergh,105,Black and White,Drama|Mystery|Thriller,USA,A partir de 18 anos,32000000,1304837,6.1,559,Tony Curran,Beau Bridges,Leland Orser
Glory Road ,2006,James Gartner,118,Color,Biography|Drama|Sport,USA,Livre,NA,42643187,7.2,0,Mehcad Brooks,Austin Nichols,Derek Luke
Stranger Than Fiction ,2006,Marc Forster,113,Color,Comedy|Drama|Fantasy|Romance,USA,A partir de 13 anos,38000000,40137776,7.6,13000,Will Ferrell,Christian Stolte,Danny Rhodes
Take the Lead ,2006,Liz Friedlander,118,Color,Drama|Music,USA,A partir de 13 anos,30000000,34703228,6.7,0,Alfre Woodard,Yaya DaCosta,Jasika Nicole
Gridiron Gang ,2006,Phil Joanou,125,Color,Crime|Drama|Sport,USA,A partir de 13 anos,30000000,38432823,6.9,0,Dwayne Johnson,Jurnee Smollett-Bell,Kevin Dunn
My Super Ex-Girlfriend ,2006,Ivan Reitman,95,Color,Comedy|Romance|Sci-Fi,USA,A partir de 13 anos,30000000,22526144,5.1,1000,Rainn Wilson,Eddie Izzard,Wanda Sykes
Ultraviolet ,2006,Kurt Wimmer,94,Color,Action|Horror|Sci-Fi|Thriller,USA,A partir de 13 anos,30000000,18500966,4.4,0,Milla Jovovich,Cameron Bright,Nick Chinlund
DOA: Dead or Alive ,2006,Corey Yuen,87,Color,Action|Adventure,USA,A partir de 13 anos,21000000,480314,4.8,0,Steve Howey,Holly Valance,Sarah Carter
Just My Luck ,2006,Donald Petrie,103,Color,Comedy|Fantasy|Romance,USA,A partir de 13 anos,28000000,17324744,5.3,0,Samaire Armstrong,Carlos Ponce,Faizon Love
She's the Man ,2006,Andy Fickman,105,Color,Comedy|Romance,USA,A partir de 13 anos,20000000,33687630,6.4,0,Channing Tatum,Alexandra Breckenridge,Laura Ramsey
Unaccompanied Minors ,2006,Paul Feig,90,Color,Adventure|Comedy|Family|Romance,USA,Livre,26000000,16647384,5.1,498,Tyler James Williams,Rob Riggle,B.J. Novak
The Hoax ,2006,Lasse Hallström,116,Color,Comedy|Drama,USA,A partir de 18 anos,25000000,7156933,6.7,348,Hope Davis,Christopher Evan Welch,James Biberi
Rocky Balboa ,2006,Sylvester Stallone,139,Color,Drama|Sport,USA,Livre,24000000,70269171,7.2,0,Sylvester Stallone,Burt Young,Mike Tyson
Pulse ,2006,Jim Sonzero,90,Color,Drama|Horror|Sci-Fi|Thriller,USA,A partir de 13 anos,20000000,20259297,4.7,0,Ian Somerhalder,Christina Milian,Rick Gonzalez
Date Movie ,2006,Aaron Seltzer,85,Color,Comedy|Romance,USA,A partir de 13 anos,20000000,48546578,2.7,806,Alyson Hannigan,Carmen Electra,Fred Willard
The Grudge 2 ,2006,Takashi Shimizu,137,Color,Horror|Thriller,USA,A partir de 13 anos,20000000,39143839,5,930,Sarah Michelle Gellar,Sarah Roemer,Matthew Knight
Man of the Year ,2006,Barry Levinson,115,Color,Comedy|Drama|Romance|Thriller,USA,A partir de 13 anos,20000000,37442180,6.2,0,Robin Williams,Tina Fey,Amy Poehler
Stay Alive ,2006,William Brent Bell,75,Color,Horror|Thriller,USA,A partir de 13 anos,9000000,23078294,5.1,0,Adam Goldberg,Frankie Muniz,Samaire Armstrong
The Covenant ,2006,Renny Harlin,97,Color,Action|Fantasy|Horror|Thriller,USA,A partir de 13 anos,20000000,23292105,5.3,3000,Laura Ramsey,Kyle Schmid,Toby Hemingway
School for Scoundrels ,2006,Todd Phillips,108,Color,Comedy,USA,A partir de 13 anos,20000000,17803796,5.9,484,Jon Heder,Sarah Silverman,Jacinda Barrett
One Night with the King ,2006,Michael O. Sajbel,123,Color,Biography|Drama|History,USA,Livre,20000000,13391174,6.3,0,James Callis,Tiffany Dupont,Nimrat Kaur
Doogal ,2006,Dave Borthwick,77,Color,Adventure|Animation|Comedy|Family|Fantasy,USA,Outros,20000000,7382993,2.8,346,Jimmy Fallon,Kylie Minogue,Jon Stewart
A Scanner Darkly ,2006,Richard Linklater,100,Color,Animation|Drama|Mystery|Sci-Fi|Thriller,USA,A partir de 18 anos,8700000,5480996,7.1,0,Robert Downey Jr.,Keanu Reeves,Rory Cochrane
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,2006,Larry Charles,82,Color,Comedy,USA,A partir de 18 anos,18000000,128505958,7.3,0,Luenell,Ken Davitian,Chester
United 93 ,2006,Paul Greengrass,111,Color,Drama|History|Thriller,USA,A partir de 18 anos,15000000,31471430,7.6,0,Christian Clemenson,David Alan Basche,Susan Blommaert
Beerfest ,2006,Jay Chandrasekhar,110,Color,Comedy,USA,A partir de 18 anos,17500000,19179969,6.3,0,Chris Moss,Owain Yeoman,Jay Chandrasekhar
The Hills Have Eyes ,2006,Alexandre Aja,108,Color,Horror,USA,A partir de 18 anos,15000000,41777564,6.4,0,Dan Byrd,Greg Nicotero,Vinessa Shaw
ATL ,2006,Chris Robinson,105,Color,Comedy|Crime|Drama|Music|Romance,USA,A partir de 13 anos,NA,21160089,6,874,T.I.,Adam Boyer,Malika
Larry the Cable Guy: Health Inspector ,2006,Trent Cooper,89,Color,Comedy|Romance,USA,A partir de 13 anos,4000000,15655665,3.1,110,Thomas F. Wilson,Larry the Cable Guy,Megyn Price
American Dreamz ,2006,Paul Weitz,107,Color,Comedy|Music,USA,A partir de 13 anos,19000000,7156725,5.5,300,Judy Greer,Dennis Quaid,Chris Klein
The Illusionist ,2006,Neil Burger,110,Color,Drama|Mystery|Romance|Thriller,USA,A partir de 13 anos,16000000,39825798,7.6,15000,Rufus Sewell,Eddie Marsan,Jake Wood
Fur: An Imaginary Portrait of Diane Arbus ,2006,Steven Shainberg,122,Color,Biography|Drama|Romance,USA,A partir de 18 anos,16800000,220914,6.5,0,Robert Downey Jr.,Ty Burrell,Matt Servitto
The Illusionist ,2006,Neil Burger,110,Color,Drama|Mystery|Romance|Thriller,USA,A partir de 13 anos,16000000,39825798,7.6,15000,Rufus Sewell,Eddie Marsan,Jake Wood
The Texas Chainsaw Massacre: The Beginning ,2006,Jonathan Liebesman,83,Color,Horror,USA,A partir de 18 anos,16000000,39511038,5.9,0,Matt Bomer,Jordana Brewster,Lew Temple
When a Stranger Calls ,2006,Simon West,87,Color,Horror|Thriller,USA,A partir de 13 anos,15000000,47860214,5,0,Madeline Carroll,Tessa Thompson,Brian Geraghty
Flicka ,2006,Michael Mayer,95,Color,Adventure|Drama|Family,USA,Livre,15000000,20998709,6.2,1000,Alison Lohman,Danny Pino,Tim McGraw
The Marine ,2006,John Bonito,92,Color,Action|Drama|Thriller,USA,A partir de 13 anos,20000000,18843314,4.7,0,Kelly Carlson,Firass Dirani,Drew Powell
Idlewild ,2006,Bryan Barber,121,Color,Crime|Drama|Musical|Romance,USA,A partir de 18 anos,15000000,12549485,6.2,489,Cicely Tyson,Faizon Love,Bobb'e J. Thompson
Black Snake Moan ,2006,Craig Brewer,116,Black and White,Drama|Music,USA,A partir de 18 anos,15000000,9396487,7,0,Justin Timberlake,Michael Raymond-James,S. Epatha Merkerson
Hoot ,2006,Wil Shriner,91,Color,Adventure|Comedy|Family,USA,Livre,15000000,8080116,5.6,647,Logan Lerman,Neil Flynn,Tim Blake Nelson
Bobby ,2006,Emilio Estevez,112,Color,Drama|History,USA,A partir de 18 anos,14000000,11204499,7,0,Anthony Hopkins,Nick Cannon,Brian Geraghty
Little Children ,2006,Todd Field,137,Color,Drama|Romance,USA,A partir de 18 anos,26000000,5459824,7.6,5000,Kate Winslet,Noah Emmerich,Jane Adams
Letters from Iwo Jima ,2006,Clint Eastwood,141,Color,Drama|History|War,USA,A partir de 18 anos,19000000,13753931,7.9,5000,Yuki Matsuzaki,Kazunari Ninomiya,Shidô Nakamura
The Astronaut Farmer ,2006,Michael Polish,104,Color,Adventure|Drama|Sci-Fi,USA,Livre,13000000,10996440,6.3,862,J.K. Simmons,Virginia Madsen,Bruce Dern
Infamous ,2006,Douglas McGrath,118,Color,Biography|Crime|Drama,USA,A partir de 18 anos,13000000,1150403,7.1,0,Toby Jones,Isabella Rossellini,Hope Davis
Step Up ,2006,Anne Fletcher,104,Color,Crime|Drama|Music|Romance,USA,A partir de 13 anos,12000000,65269010,6.5,0,Channing Tatum,Alyson Stoner,Josh Henderson
Aquamarine ,2006,Elizabeth Allen Rosenbaum,104,Color,Comedy|Family|Fantasy|Romance,USA,Livre,12000000,18595716,5.3,0,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman
Crank ,2006,Mark Neveldine,93,Color,Action|Crime|Thriller,USA,A partir de 18 anos,12000000,27829874,7,0,Jason Statham,Edi Gathegi,Jose Pablo Cantillo
For Your Consideration ,2006,Christopher Guest,86,Color,Comedy,USA,A partir de 13 anos,12000000,5542025,6.3,650,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.
Running with Scissors ,2006,Ryan Murphy,122,Color,Comedy|Drama,USA,A partir de 18 anos,12000000,6754898,6.2,0,Jill Clayburgh,Joseph Cross,Dagmara Dominczyk
Jackass Number Two ,2006,Jeff Tremaine,92,Color,Action|Comedy|Documentary,USA,A partir de 18 anos,NA,72755517,7.1,641,Bam Margera,Steve-O,Chris Pontius
Copying Beethoven ,2006,Agnieszka Holland,104,Color,Biography|Drama|Music,USA,A partir de 13 anos,11000000,352786,6.8,0,Phyllida Law,David Kennedy,Angus Barnett
Saw III ,2006,Darren Lynn Bousman,121,Color,Horror|Mystery,USA,A partir de 18 anos,10000000,80150343,6.2,0,Costas Mandylor,Shawnee Smith,Leigh Whannell
Madea's Family Reunion ,2006,Tyler Perry,107,Color,Comedy|Drama|Romance,USA,A partir de 13 anos,6000000,63231524,5,676,Boris Kodjoe,Cicely Tyson,Blair Underwood
Employee of the Month ,2006,Greg Coolidge,103,Color,Comedy|Romance,USA,A partir de 13 anos,12000000,28435406,5.5,0,Dane Cook,Danny Woodburn,Jessica Simpson
A Prairie Home Companion ,2006,Robert Altman,105,Color,Comedy|Drama|Music,USA,A partir de 13 anos,10000000,20338609,6.8,683,Meryl Streep,Virginia Madsen,Lily Tomlin
Rescue Dawn ,2006,Werner Herzog,120,Color,Adventure|Biography|Drama|War,USA,A partir de 13 anos,10000000,5484375,7.3,0,Christian Bale,Toby Huss,François Chau
Black Christmas ,2006,Glen Morgan,94,Color,Horror,USA,A partir de 18 anos,9000000,16235293,4.5,0,Oliver Hudson,Crystal Lowe,Andrea Martin
The Ultimate Gift ,2006,Michael O. Sajbel,114,Color,Drama|Family|Romance,USA,Livre,NA,3420871,7.4,0,Bill Cobbs,Drew Fuller,Mircea Monroe
The Namesake ,2006,Mira Nair,122,Color,Drama,USA,A partir de 13 anos,NA,13569248,7.6,0,Jacinda Barrett,Brooke Smith,Tabu
Little Miss Sunshine ,2006,Jonathan Dayton,101,Color,Comedy|Drama,USA,A partir de 18 anos,8000000,59889948,7.9,15000,Steve Carell,Steven Christopher Parker,Jill Talley
Akeelah and the Bee ,2006,Doug Atchison,112,Color,Drama,USA,Livre,NA,18811135,7.5,0,Curtis Armstrong,Sean Michael Afable,Tzi Ma
10th & Wolf ,2006,Robert Moresco,107,Color,Crime|Drama|Thriller,USA,A partir de 18 anos,8000000,53481,6.4,294,Brian Dennehy,Brad Renfro,Dash Mihok
Factory Girl ,2006,George Hickenlooper,99,Color,Biography|Drama,USA,A partir de 18 anos,7000000,1654367,6.4,3000,Hayden Christensen,Jimmy Fallon,Beth Grant
Friends with Money ,2006,Nicole Holofcener,88,Color,Comedy|Drama|Romance,USA,A partir de 18 anos,6500000,13367101,5.9,515,Greg Germann,Marin Hinkle,Jake Cherry
Come Early Morning ,2006,Joey Lauren Adams,97,Color,Drama|Romance,USA,A partir de 18 anos,6000000,117560,6.2,224,Tim Blake Nelson,Diane Ladd,Ritchie Montgomery
Lake of Fire ,2006,Tony Kaye,152,Black and White,Documentary,USA,Outros,NA,23807,8.3,570,Noam Chomsky,Pat Buchanan,Bill Baird
Crossover ,2006,Preston A. Whitmore II,95,Color,Action|Sport,USA,A partir de 13 anos,5600000,7009668,2.1,244,Wesley Jonathan,Wayne Brady,Eva Marcille
Clerks II ,2006,Kevin Smith,97,Black and White,Comedy,USA,A partir de 18 anos,5000000,24138847,7.4,0,Ethan Suplee,Jason Mewes,Brian O'Halloran
Grandma's Boy ,2006,Nicholaus Goossen,90,Color,Comedy,USA,A partir de 18 anos,NA,6088249,7,0,Linda Cardellini,Joel David Moore,Shirley Jones
Keeping Up with the Steins ,2006,Scott Marshall,90,Color,Comedy,USA,A partir de 13 anos,NA,4328294,5.4,249,Miranda Cosgrove,Jami Gertz,Carter Jenkins
The Oh in Ohio ,2006,Billy Kent,88,Color,Comedy|Drama|Romance,USA,A partir de 18 anos,5000000,NA,5.6,255,Liza Minnelli,Tim Russ,Winter Ave Zoli
Farce of the Penguins ,2006,Bob Saget,80,Color,Animation|Comedy,USA,A partir de 18 anos,NA,NA,4.2,419,Alyson Hannigan,John Stamos,Jim Belushi
High School Musical ,2006,Kenny Ortega,98,Color,Comedy|Drama|Family|Music|Musical|Romance,USA,Outros,4200000,NA,5.2,0,Lucas Grabeel,Corbin Bleu,Olesya Rulin
The Night Listener ,2006,Patrick Stettner,81,Color,Crime|Mystery|Thriller,USA,A partir de 18 anos,4000000,7825820,5.9,576,Robin Williams,Joe Morton,Rory Culkin
Let's Go to Prison ,2006,Bob Odenkirk,90,Color,Comedy|Crime,USA,A partir de 18 anos,NA,4613815,6,931,Dylan Baker,Chi McBride,Amy Hill
Ira & Abby ,2006,Robert Cary,101,Color,Comedy|Romance,USA,A partir de 18 anos,3500000,220234,6.5,360,Frances Conroy,Fred Willard,Kevin Sussman
The Dead Girl ,2006,Karen Moncrieff,93,Color,Crime|Drama|Mystery,USA,A partir de 18 anos,NA,17311,6.7,799,James Franco,Bruce Davison,Piper Laurie
Bella ,2006,Alejandro Monteverde,91,Color,Drama|Romance,USA,A partir de 13 anos,3300000,8108247,7.4,0,Armando Riesco,Ramon Rodriguez,Eduardo Verástegui
Phat Girlz ,2006,Nnegest Likké,99,Color,Comedy,USA,A partir de 13 anos,3000000,7059537,3,837,Mo'Nique,Jimmy Jean-Louis,Joyful Drake
Love's Abiding Joy ,2006,Michael Landon Jr.,87,Color,Drama|Family|Western,USA,Livre,3000000,252726,7.2,76,William Morgan Sheppard,Kevin Gage,Brianna Brown
Beer League ,2006,Frank Sebastiano,86,Color,Comedy|Sport,USA,A partir de 18 anos,2800000,475000,6,323,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel
Valley of the Heart's Delight ,2006,Tim Boxell,100,Color,Drama,USA,Outros,2500000,118666,6.6,144,Bruce McGill,Diana Scarwid,Tom Bower
Eye of the Dolphin ,2006,Michael D. Sellers,100,Color,Comedy|Drama|Family,USA,A partir de 13 anos,2500000,71904,5.7,140,Katharine Ross,Carly Schroeder,George Harris
Idiocracy ,2006,Mike Judge,84,Color,Adventure|Comedy|Sci-Fi,USA,A partir de 18 anos,NA,438653,6.6,79000,Anthony 'Citric' Campos,Patrick Fischler,David Herman
Shortbus ,2006,John Cameron Mitchell,101,Color,Comedy|Drama|Romance,USA,Outros,2000000,1984378,6.5,0,Sook-Yin Lee,Peter Stickles,Raphael Barker
Sherrybaby ,2006,Laurie Collyer,96,Color,Drama,USA,A partir de 18 anos,2000000,198407,6.6,474,Brad William Henke,Kate Burton,Michelle Hurst
I Want Someone to Eat Cheese With ,2006,Jeff Garlin,80,Color,Comedy|Romance,USA,A partir de 18 anos,1500000,194568,6.2,0,Jessy Schram,Jeff Garlin,Joey Slotnick
Hatchet ,2006,Adam Green,93,Color,Comedy|Horror,USA,A partir de 18 anos,1500000,NA,5.7,0,Joel David Moore,Kane Hodder,Joel Murray
Journey from the Fall ,2006,Ham Tran,135,Color,Drama,USA,A partir de 18 anos,1592000,638951,7.4,100,Long Nguyen,Kieu Chinh,Cat Ly
An Inconvenient Truth ,2006,Davis Guggenheim,96,Color,Documentary,USA,Livre,NA,23808111,7.5,0,Billy West,Al Gore,NA
Who Killed the Electric Car? ,2006,Chris Paine,92,Color,Documentary,USA,Livre,1000000,1677838,7.7,0,Ed Begley Jr.,Phyllis Diller,Colette Divine
Wristcutters: A Love Story ,2006,Goran Dukic,88,Color,Comedy|Drama|Fantasy|Romance,USA,A partir de 18 anos,1000000,104077,7.4,11000,Leslie Bibb,Patrick Fugit,Chase Ellison
Alone with Her ,2006,Eric Nicholas,78,Black and White,Crime|Drama|Thriller,USA,Outros,1000000,10018,6.1,244,Jordana Spiro,Ana Claudia Talancón,Jonathon Trent
Special ,2006,Hal Haberman,81,Color,Comedy|Drama|Sci-Fi,USA,A partir de 18 anos,1000000,6387,6.9,0,Michael Rapaport,Paul Blackthorne,Ian Bohen
Loving Annabelle ,2006,Katherine Brooks,76,Color,Drama|Romance,USA,Outros,1000000,NA,6.7,501,Ilene Graff,Kevin McCarthy,Laura Breckenridge
Jimmy and Judy ,2006,Randall Rubin,99,Color,Crime|Drama|Thriller,USA,A partir de 18 anos,1000000,NA,6.2,138,Nicole Randall Johnson,A.J. Buckley,James Eckhouse
The Pet ,2006,D. Stevens,94,Color,Drama|Thriller,USA,Outros,1000000,NA,3.9,91,Magi Avila,Pierre Dulat,Summer Napoles
Iraq for Sale: The War Profiteers ,2006,Robert Greenwald,75,Color,Documentary|War,USA,Outros,750000,NA,7.7,274,Scott Helvenston,Katy Helvenston-Wettengal,Donna Zovko
