titulo,ano,diretor,duracao,cor,generos,pais,classificacao,orcamento,receita,nota_imdb,likes_facebook,ator_1,ator_2,ator_3
The Sum of All Fears ,2002,Phil Alden Robinson,124,Color,Action|Drama|Thriller,USA,A partir de 13 anos,68000000,118471320,6.4,0,Morgan Freeman,Bruce McGill,Philip Baker Hall
Ice Age ,2002,Chris Wedge,103,Color,Adventure|Animation|Comedy|Family,USA,Livre,59000000,176387405,7.6,3000,Goran Visnjic,Stephen Root,Denis Leary
The Santa Clause 2 ,2002,Michael Lembeck,104,Color,Comedy|Family|Fantasy,USA,Outros,60000000,139225854,5.5,1000,Judge Reinhold,Aisha Tyler,Eric Lloyd
Austin Powers in Goldmember ,2002,Jay Roach,94,Color,Action|Comedy|Crime,USA,A partir de 13 anos,63000000,213079163,6.2,0,Verne Troyer,Josh Zuckerman,Robert Wagner
The Bourne Identity ,2002,Doug Liman,119,Color,Action|Mystery|Thriller,USA,A partir de 13 anos,60000000,121468960,7.9,0,Matt Damon,Josh Hamilton,Nicky Naudé
Two Weeks Notice ,2002,Marc Lawrence,101,Color,Comedy|Romance,USA,A partir de 13 anos,60000000,93307796,6.1,0,Dorian Missick,Alicia Witt,Dana Ivey
The Scorpion King ,2002,Chuck Russell,100,Color,Action|Adventure|Fantasy|Thriller,USA,A partir de 13 anos,60000000,90341670,5.5,0,Dwayne Johnson,Roger Rees,Bernard Hill
The Tuxedo ,2002,Kevin Donovan,98,Color,Action|Comedy|Sci-Fi,USA,A partir de 13 anos,60000000,50189179,5.3,797,Romany Malco,Debi Mazar,Ritchie Coster
Reign of Fire ,2002,Rob Bowman,101,Color,Action|Adventure|Fantasy|Sci-Fi|Thriller,USA,A partir de 13 anos,60000000,43060566,6.2,0,Christian Bale,Gerard Butler,Matthew McConaughey
Star Trek: Nemesis ,2002,Stuart Baird,116,Color,Action|Adventure|Sci-Fi|Thriller,USA,A partir de 13 anos,60000000,43119879,6.4,0,Tom Hardy,LeVar Burton,Jonathan Frakes
Analyze That ,2002,Harold Ramis,96,Color,Comedy|Crime,USA,A partir de 18 anos,60000000,32122249,5.9,846,Robert De Niro,Cathy Moriarty,Joe Viterelli
Dragonfly ,2002,Tom Shadyac,104,Color,Drama|Fantasy|Mystery|Romance|Thriller,USA,A partir de 13 anos,60000000,30063805,6.1,0,Joe Morton,Susanna Thompson,Matt Craven
Maid in Manhattan ,2002,Wayne Wang,105,Color,Comedy|Drama|Romance,USA,A partir de 13 anos,55000000,93815117,5.1,0,Bob Hoskins,Frances Conroy,Natasha Richardson
Eye See You ,2002,Jim Gillespie,96,Color,Crime|Horror|Mystery|Thriller,USA,A partir de 18 anos,55000000,NA,5.3,448,Sylvester Stallone,Tom Berenger,Charles S. Dutton
Blade II ,2002,Guillermo del Toro,117,Color,Action|Horror|Sci-Fi|Thriller,USA,A partir de 18 anos,54000000,81645152,6.7,0,Norman Reedus,Thomas Kretschmann,Tony Curran
Catch Me If You Can ,2002,Steven Spielberg,141,Color,Biography|Crime|Drama,USA,A partir de 13 anos,52000000,164435221,8,15000,Leonardo DiCaprio,Tom Hanks,Jennifer Garner
Mr. Deeds ,2002,Steven Brill,96,Color,Comedy|Romance,USA,A partir de 13 anos,50000000,126203320,5.8,0,Steve Buscemi,Adam Sandler,Peter Gallagher
Unfaithful ,2002,Adrian Lyne,124,Color,Drama|Thriller,USA,A partir de 18 anos,50000000,52752475,6.7,0,Olivier Martinez,Erik Per Sullivan,Chad Lowe
Murder by Numbers ,2002,Barbet Schroeder,115,Color,Crime|Mystery|Thriller,USA,A partir de 18 anos,50000000,31874869,6.1,0,Ryan Gosling,Chris Penn,Agnes Bruckner
Blood Work ,2002,Clint Eastwood,110,Color,Action|Crime|Drama|Mystery|Thriller,USA,A partir de 18 anos,50000000,26199517,6.4,705,Clint Eastwood,Anjelica Huston,Rick Hoffman
Panic Room ,2002,David Fincher,112,Color,Crime|Drama|Thriller,USA,A partir de 18 anos,48000000,95308367,6.8,0,Kristen Stewart,Dwight Yoakam,Mel Rodriguez
Insomnia ,2002,Christopher Nolan,118,Color,Drama|Mystery|Thriller,USA,A partir de 18 anos,46000000,67263182,7.2,0,Al Pacino,Maura Tierney,Crystal Lowe
Changing Lanes ,2002,Roger Michell,91,Color,Drama|Thriller,USA,A partir de 18 anos,45000000,66790248,6.5,0,Sydney Pollack,Matt Malloy,Bruce Altman
Big Trouble ,2002,Barry Sonnenfeld,74,Color,Comedy|Crime|Thriller,USA,A partir de 13 anos,40000000,7262288,6.5,892,Zooey Deschanel,Janeane Garofalo,Omar Epps
The Sweetest Thing ,2002,Roger Kumble,90,Color,Comedy|Romance,USA,A partir de 18 anos,43000000,24430272,5.1,0,Judith Chapman,Lillian Adams,Chelsea Bond
High Crimes ,2002,Carl Franklin,115,Color,Crime|Drama|Mystery|Thriller,USA,A partir de 13 anos,42000000,41543207,6.3,893,Morgan Freeman,Adam Scott,Bruce Davison
The Mothman Prophecies ,2002,Mark Pellington,119,Color,Drama|Horror|Mystery|Thriller,USA,A partir de 13 anos,32000000,35228696,6.5,0,Debra Messing,Will Patton,David Eigenberg
8 Mile ,2002,Curtis Hanson,110,Color,Drama|Music,USA,A partir de 18 anos,41000000,116724075,7,0,Mekhi Phifer,Omar Benson Miller,Evan Jones
City by the Sea ,2002,Michael Caton-Jones,108,Color,Crime|Drama|Mystery|Thriller,USA,A partir de 18 anos,60000000,22433915,6.2,416,Robert De Niro,James Franco,John Doman
Life or Something Like It ,2002,Stephen Herek,103,Color,Comedy|Romance,USA,A partir de 13 anos,40000000,14448589,5.8,835,Angelina Jolie Pitt,Stockard Channing,James Gammon
Sweet Home Alabama ,2002,Andy Tennant,108,Color,Comedy|Romance,USA,A partir de 13 anos,38000000,127214072,6.1,0,Ethan Embry,Mary Lynn Rajskub,Courtney Gains
Spy Kids 2: Island of Lost Dreams ,2002,Robert Rodriguez,100,Color,Action|Adventure|Comedy|Family|Sci-Fi,USA,Livre,38000000,85570368,5.1,478,Steve Buscemi,Alexa PenaVega,Emily Osment
Enough ,2002,Michael Apted,115,Color,Crime|Drama|Thriller,USA,A partir de 13 anos,38000000,39177215,5.6,0,Bill Cobbs,Jeff Kober,Billy Campbell
John Q ,2002,Nick Cassavetes,116,Color,Crime|Drama|Thriller,USA,A partir de 13 anos,36000000,71026631,7,0,Denzel Washington,Laura Harring,Anne Heche
Queen of the Damned ,2002,Michael Rymer,101,Color,Drama|Fantasy|Horror,USA,A partir de 18 anos,35000000,30307804,5.2,0,Aaliyah,Lena Olin,Bruce Spence
Chicago ,2002,Rob Marshall,113,Black and White,Comedy|Crime|Musical,USA,A partir de 13 anos,45000000,170684505,7.2,0,Colm Feore,Chita Rivera,Jayne Eastwood
About Schmidt ,2002,Alexander Payne,125,Color,Comedy|Drama,USA,A partir de 18 anos,30000000,65010106,7.2,0,Hope Davis,June Squibb,Howard Hesseman
Like Mike ,2002,John Schultz,99,Color,Comedy|Family|Fantasy|Sport,USA,Livre,30000000,51432423,5.1,1000,Brenda Song,Robert Forster,Anne Meara
Blue Crush ,2002,John Stockwell,104,Color,Drama|Romance|Sport,USA,A partir de 13 anos,30000000,40118420,5.6,0,Faizon Love,Mika Boorem,Sanoe Lake
Eight Legged Freaks ,2002,Ellory Elkayem,99,Color,Action|Comedy|Horror,USA,A partir de 13 anos,30000000,17266505,5.4,0,Scarlett Johansson,Doug E. Doug,Riley Smith
Confessions of a Dangerous Mind ,2002,George Clooney,113,Color,Biography|Comedy|Crime|Drama|Romance|Thriller,USA,A partir de 18 anos,29000000,NA,7.1,3000,Dick Clark,David Julian Hirsh,Jennifer Hall
Divine Secrets of the Ya-Ya Sisterhood ,2002,Callie Khouri,116,Color,Drama,USA,A partir de 13 anos,27000000,69586544,6,0,Ellen Burstyn,Fionnula Flanagan,Matthew Settle
Clockstoppers ,2002,Jonathan Frakes,94,Color,Action|Adventure|Comedy|Sci-Fi|Thriller,USA,Livre,26000000,36985501,5.2,874,Michael Biehn,Paula Garcés,Jason George
The Wild Thornberrys Movie ,2002,Cathy Malkasian,85,Color,Adventure|Animation|Comedy|Family|Fantasy,USA,Livre,25000000,39880476,5.2,187,Alfre Woodard,Flea,Cree Summer
Undercover Brother ,2002,Malcolm D. Lee,86,Color,Action|Comedy,USA,A partir de 13 anos,25000000,38230435,5.8,0,Dave Chappelle,Eddie Griffin,Chi McBride
The Hours ,2002,Stephen Daldry,114,Color,Drama|Romance,USA,A partir de 13 anos,25000000,41597830,7.6,0,Meryl Streep,Stephen Dillane,Miranda Richardson
Punch-Drunk Love ,2002,Paul Thomas Anderson,95,Color,Comedy|Drama|Romance|Thriller,USA,A partir de 18 anos,25000000,17791031,7.3,0,Adam Sandler,Emily Watson,Don McManus
Stealing Harvard ,2002,Bruce McCulloch,85,Color,Comedy|Crime,USA,A partir de 13 anos,25000000,13973532,5.1,215,Martin Starr,Megan Mullally,Chris Penn
Abandon ,2002,Stephen Gaghan,99,Color,Drama|Music|Mystery|Romance|Thriller,USA,A partir de 13 anos,25000000,10719367,4.9,261,Charlie Hunnam,Zooey Deschanel,Tony Goldwyn
The Rookie ,2002,John Lee Hancock,127,Color,Drama|Family|Sport,USA,Outros,20000000,75597042,7,0,Dennis Quaid,Jay Hernandez,Angus T. Jones
Moonlight Mile ,2002,Brad Silberling,112,Color,Drama|Romance,USA,A partir de 13 anos,21000000,6830957,6.7,365,Jake Gyllenhaal,Holly Hunter,Bob Clendenin
Drumline ,2002,Charles Stone III,118,Color,Comedy|Drama|Music|Romance,USA,A partir de 13 anos,20000000,56398162,5.7,2000,Leonard Roberts,Nick Cannon,Jason Weaver
Return to Never Land ,2002,Robin Budd,72,Color,Adventure|Animation|Family|Fantasy,USA,Outros,20000000,48423368,5.8,302,Roger Rees,Rob Paulsen,Spencer Breslin
Ghost Ship ,2002,Steve Beck,91,Color,Horror,USA,A partir de 18 anos,35000000,30079316,5.5,0,Isaiah Washington,Ron Eldard,Francesca Rettondini
The Country Bears ,2002,Peter Hastings,88,Color,Comedy|Family|Music|Musical,USA,Outros,35000000,16988996,4,422,Haley Joel Osment,Alex Rocco,Stephen Root
Undisputed ,2002,Walter Hill,94,Black and White,Action|Crime|Drama|Sport,USA,A partir de 18 anos,20000000,12398628,6.1,977,Fisher Stevens,Wes Studi,Jon Seda
Equilibrium ,2002,Kurt Wimmer,107,Color,Action|Drama|Sci-Fi|Thriller,USA,A partir de 18 anos,20000000,1190018,7.5,20000,Christian Bale,Emily Watson,Sean Pertwee
People I Know ,2002,Daniel Algrant,100,Color,Crime|Drama|Mystery,USA,A partir de 18 anos,22000000,121972,5.5,217,Al Pacino,Richard Schiff,Mark Webber
Adaptation. ,2002,Spike Jonze,81,Color,Comedy|Drama,USA,A partir de 18 anos,19000000,22245861,7.7,0,Nicolas Cage,Meryl Streep,Roger Willie
The Salton Sea ,2002,D.J. Caruso,103,Color,Crime|Drama|Mystery|Thriller,USA,A partir de 18 anos,18000000,676698,7.2,2000,Adam Goldberg,Meat Loaf,Anthony LaPaglia
City of Ghosts ,2002,Matt Dillon,116,Color,Crime|Drama|Thriller,USA,A partir de 18 anos,17500000,325491,6,204,Kirk Fox,Shawn Andrews,Rob Campbell
40 Days and 40 Nights ,2002,Michael Lehmann,96,Color,Comedy|Romance,USA,A partir de 18 anos,17000000,37939782,5.6,2000,Emmanuelle Vaugier,Vinessa Shaw,Paulo Costanzo
They ,2002,Robert Harmon,89,Color,Horror|Mystery|Thriller,USA,A partir de 13 anos,17000000,12693621,4.8,814,Alexander Gould,Ethan Embry,Marc Blucas
The Master of Disguise ,2002,Perry Andelin Blake,80,Color,Comedy|Family,USA,Livre,16000000,40363530,3.3,1000,Jennifer Esposito,Kenan Thompson,James Brolin
White Oleander ,2002,Peter Kosminsky,109,Color,Drama,USA,A partir de 13 anos,16000000,16346122,7.2,0,Patrick Fugit,Cole Hauser,Marc Donato
Hollywood Ending ,2002,Woody Allen,112,Color,Comedy|Romance,USA,A partir de 13 anos,16000000,4839383,6.6,762,Woody Allen,Debra Messing,Treat Williams
Juwanna Mann ,2002,Jesse Vaughan,91,Color,Comedy|Drama|Romance|Sport,USA,A partir de 13 anos,15600000,13571817,4.5,939,Vivica A. Fox,Jenifer Lewis,Kevin Pollak
Big Fat Liar ,2002,Shawn Levy,88,Color,Adventure|Comedy|Family,USA,Livre,15000000,47811275,5.4,896,Frankie Muniz,Donald Faison,Lee Majors
Halloween: Resurrection ,2002,Rick Rosenthal,94,Color,Comedy|Horror|Thriller,USA,A partir de 18 anos,15000000,30259652,4.1,0,Jamie Lee Curtis,Thomas Ian Nicholas,Bianca Kajlich
Tuck Everlasting ,2002,Jay Russell,90,Color,Drama|Family|Fantasy|Romance,USA,Livre,15000000,19158074,6.7,0,William Hurt,Sissy Spacek,Jonathan Jackson
Dark Blue ,2002,Ron Shelton,118,Color,Crime|Drama|Romance|Thriller,USA,A partir de 18 anos,15000000,9059588,6.6,455,Khandi Alexander,Dash Mihok,Michael Michele
Boat Trip ,2002,Mort Nathan,97,Color,Comedy,USA,A partir de 18 anos,20000000,8586376,4.9,1000,Vivica A. Fox,Lin Shaye,Bob Gunton
Jonah: A VeggieTales Movie ,2002,Mike Nawrocki,82,Color,Adventure|Animation|Comedy|Drama|Family|Musical,USA,Outros,14000000,25571351,6.6,184,Phil Vischer,Mike Nawrocki,Shelby Vischer
All About the Benjamins ,2002,Kevin Bray,95,Color,Action|Comedy|Crime|Thriller,USA,A partir de 18 anos,14000000,25482931,5.7,530,Mike Epps,Roger Guenveur Smith,Gino Salvano
Big Fat Liar ,2002,Shawn Levy,88,Color,Adventure|Comedy|Family,USA,Livre,15000000,47811275,5.4,896,Frankie Muniz,Donald Faison,Lee Majors
Far from Heaven ,2002,Todd Haynes,107,Color,Drama|Romance,USA,A partir de 13 anos,13500000,15854988,7.4,0,Dennis Quaid,Celia Weston,Michael Gaston
The New Guy ,2002,Ed Decter,92,Color,Comedy,USA,A partir de 13 anos,13000000,28972187,5.9,1000,Zooey Deschanel,Eddie Griffin,Gene Simmons
Antwone Fisher ,2002,Denzel Washington,117,Color,Biography|Drama,USA,A partir de 13 anos,12500000,21078145,7.3,0,Denzel Washington,Kevin Connolly,Derek Luke
The Emperor's Club ,2002,Michael Hoffman,109,Color,Drama,USA,A partir de 13 anos,12500000,14060950,6.9,0,Gabriel Millman,Embeth Davidtz,Rob Morrow
Barbershop ,2002,Tim Story,102,Color,Comedy|Drama,USA,A partir de 13 anos,12000000,75074950,6.3,770,Sean Patrick Thomas,Jason George,Cedric the Entertainer
Crossroads ,2002,Tamra Davis,93,Color,Comedy|Drama,USA,A partir de 13 anos,12000000,37188667,3.3,0,Britney Spears,Katherine Boecher,Dave Allen
One Hour Photo ,2002,Mark Romanek,96,Color,Drama|Thriller,USA,A partir de 18 anos,12000000,31597131,6.8,0,Robin Williams,Gary Cole,Connie Nielsen
Frida ,2002,Julie Taymor,123,Black and White,Biography|Drama|Romance,USA,A partir de 18 anos,12000000,25776062,7.4,0,Salma Hayek,Roger Rees,Valeria Golino
Sorority Boys ,2002,Wallace Wolodarsky,93,Color,Comedy,USA,A partir de 18 anos,12000000,10198766,5.4,507,Heather Matarazzo,Barry Watson,Harland Williams
The Dangerous Lives of Altar Boys ,2002,Peter Care,104,Color,Comedy|Drama,USA,A partir de 18 anos,12000000,1779284,7.1,677,Kieran Culkin,Michael Harding,Jake Richardson
Welcome to Collinwood ,2002,Anthony Russo,86,Color,Comedy|Crime,USA,A partir de 18 anos,12000000,333976,6.4,423,Michael Jeter,Isaiah Washington,Andy Davoli
Cypher ,2002,Vincenzo Natali,95,Color,Mystery|Romance|Sci-Fi|Thriller,USA,A partir de 18 anos,7500000,NA,6.8,0,David Hewlett,Jeremy Northam,Kari Matchett
Phone Booth ,2002,Joel Schumacher,81,Color,Crime|Thriller,USA,A partir de 18 anos,13000000,46563158,7.1,0,Radha Mitchell,John Enos III,Richard T. Jones
A Walk to Remember ,2002,Adam Shankman,101,Color,Drama|Romance,USA,Livre,11000000,41227069,7.4,19000,Lauren German,Peter Coyote,Paz de la Huerta
Darkness ,2002,Jaume Balagueró,103,Color,Horror,USA,A partir de 13 anos,10600000,22160085,5.4,1000,Lena Olin,Giancarlo Giannini,Francesc Pagès
Friday After Next ,2002,Marcus Raboy,85,Color,Comedy|Drama,USA,A partir de 18 anos,20000000,32983713,5.8,981,John Witherspoon,Mike Epps,Katt Williams
The Banger Sisters ,2002,Bob Dolman,98,Color,Comedy|Drama,USA,A partir de 18 anos,10000000,30306281,5.6,744,Erika Christensen,Eva Amurri Martino,Sal Lopez
Swimfan ,2002,John Polson,85,Color,Drama|Thriller,USA,A partir de 13 anos,8500000,28563926,5,720,Erika Christensen,Shiri Appleby,Jason Ritter
Kung Pow: Enter the Fist ,2002,Steve Oedekerk,81,Color,Action|Comedy,USA,A partir de 13 anos,10000000,16033556,6.2,0,Steve Oedekerk,Simon Rhee,Jennifer Tung
Hey Arnold! The Movie ,2002,Tuck Tucker,76,Color,Adventure|Animation|Comedy|Family,USA,Livre,3000000,13684949,5.9,227,Jennifer Jason Leigh,Vincent Schiavelli,Paul Sorvino
Deuces Wild ,2002,Scott Kalvert,96,Color,Action|Crime|Drama,USA,A partir de 18 anos,10000000,6044618,5.6,398,Norman Reedus,James Franco,Frankie Muniz
Igby Goes Down ,2002,Burr Steers,99,Color,Comedy|Drama,USA,A partir de 18 anos,9000000,4681503,7,838,Kieran Culkin,Rory Culkin,Bill Irwin
Brown Sugar ,2002,Rick Famuyiwa,109,Color,Comedy|Drama|Music|Romance,USA,A partir de 13 anos,8000000,27362712,6.5,0,Boris Kodjoe,Sanaa Lathan,Wendell Pierce
The Good Girl ,2002,Miguel Arteta,93,Color,Drama|Romance,USA,A partir de 18 anos,5000000,14015786,6.5,938,Jake Gyllenhaal,Zooey Deschanel,Tim Blake Nelson
Narc ,2002,Joe Carnahan,105,Color,Crime|Drama|Mystery|Thriller,USA,A partir de 18 anos,7500000,10460089,7.2,1000,Jason Patric,Chi McBride,Alan Van Sprang
Auto Focus ,2002,Paul Schrader,105,Color,Biography|Crime|Drama,USA,A partir de 18 anos,7000000,2062066,6.6,357,Ed Begley Jr.,Michael McKean,Kurt Fuller
Gerry ,2002,Gus Van Sant,103,Color,Adventure|Drama|Mystery,USA,A partir de 18 anos,3500000,236266,6.2,0,Matt Damon,Casey Affleck,NA
Murder by Numbers ,2002,Barbet Schroeder,115,Color,Crime|Mystery|Thriller,USA,A partir de 18 anos,50000000,31874869,6.1,0,Ryan Gosling,Chris Penn,Agnes Bruckner
Sunshine State ,2002,John Sayles,141,Color,Drama|Romance,USA,A partir de 13 anos,5600000,3064356,6.9,160,Miguel Ferrer,Edie Falco,Timothy Hutton
Jackass: The Movie ,2002,Jeff Tremaine,87,Color,Comedy|Documentary,USA,A partir de 18 anos,5000000,64267897,6.6,0,Bam Margera,Steve-O,Chris Pontius
My Big Fat Greek Wedding ,2002,Joel Zwick,95,Color,Comedy|Family|Romance,USA,Livre,5000000,241437427,6.6,5000,Nia Vardalos,Louis Mandylor,Lainie Kazan
25th Hour ,2002,Spike Lee,108,Color,Drama,USA,A partir de 18 anos,15000000,13060843,7.7,0,Philip Seymour Hoffman,Rosario Dawson,Aaron Stanford
Spun ,2002,Jonas Åkerlund,106,Color,Comedy|Crime|Drama,USA,A partir de 18 anos,2000000,410241,6.8,3000,Patrick Fugit,Nicholas Gonzalez,Debbie Harry
The Rules of Attraction ,2002,Roger Avary,110,Color,Comedy|Drama|Romance,USA,A partir de 18 anos,4000000,6525762,6.7,0,Ian Somerhalder,Faye Dunaway,Clifton Collins Jr.
Secretary ,2002,Steven Shainberg,104,Color,Comedy|Drama|Romance,USA,A partir de 18 anos,4000000,4046737,7.1,15000,Jeremy Davies,Stephen McHattie,Lesley Ann Warren
Poolhall Junkies ,2002,Mars Callahan,99,Color,Drama|Thriller,USA,A partir de 18 anos,4000000,562059,7,872,Chazz Palminteri,Ricky Schroder,Ernie Reyes Jr.
Martin Lawrence Live: Runteldat ,2002,David Raynr,113,Color,Biography|Comedy|Documentary,USA,A partir de 18 anos,3000000,19184015,5.4,63,Nancy O'Dell,Mikki Padilla,Dayna Devon
Real Women Have Curves ,2002,Patricia Cardoso,90,Color,Comedy|Drama,USA,A partir de 13 anos,3000000,5844929,7,595,America Ferrera,Lupe Ontiveros,George Lopez
Full Frontal ,2002,Steven Soderbergh,101,Color,Comedy|Romance,USA,A partir de 18 anos,2000000,2506446,4.7,134,Julia Roberts,Enrico Colantoni,Blair Underwood
Stealing Harvard ,2002,Bruce McCulloch,85,Color,Comedy|Crime,USA,A partir de 13 anos,25000000,13973532,5.1,215,Martin Starr,Megan Mullally,Chris Penn
Highway ,2002,James Cox,97,Color,Crime|Drama,USA,A partir de 18 anos,14000000,NA,6.3,912,Jake Gyllenhaal,M.C. Gainey,Mark Rolston
May ,2002,Lucky McKee,93,Color,Drama|Horror,USA,A partir de 18 anos,500000,145540,6.7,0,James Duval,Will Estes,Nora Zehetner
Stolen Summer ,2002,Pete Jones,91,Color,Drama,USA,Livre,1500000,119841,6.5,304,Brian Dennehy,Aidan Quinn,Bonnie Hunt
Sex with Strangers ,2002,Harry Gantz,105,Color,Documentary|Drama,USA,Outros,NA,247740,4.7,51,NA,NA,NA
Bubba Ho-Tep ,2002,Don Coscarelli,92,Color,Comedy|Fantasy|Mystery,USA,A partir de 18 anos,1000000,NA,7.2,0,Daniel Roebuck,Ossie Davis,Ella Joyce
Blue Car ,2002,Karen Moncrieff,88,Color,Drama,USA,A partir de 18 anos,1000000,464126,6.7,115,Frances Fisher,Agnes Bruckner,A.J. Buckley
Time Changer ,2002,Rich Christiano,95,Color,Drama|Fantasy|Sci-Fi,USA,Livre,825000,15278,5.6,409,Gavin MacLeod,D. David Morin,Hal Linden
Interview with the Assassin ,2002,Neil Burger,88,Color,Drama,USA,A partir de 18 anos,750000,47329,6.6,163,Raymond J. Barry,Christel Khalil,Renee Faia
Crop Circles: Quest for Truth ,2002,William Gazecki,115,Color,Documentary,USA,Outros,750000,NA,7,32,Karen Alexander,Colin Andrews,Francine Blake
The Singles Ward ,2002,Kurt Hale,102,Color,Comedy|Drama|Romance,USA,Livre,500000,1250798,6.4,43,Kirby Heyborne,Lincoln Hoppe,Daryn Tufts
Civil Brand ,2002,Neema Barnette,91,Color,Crime|Drama|Thriller,USA,A partir de 18 anos,500000,243347,5.3,86,Monica Calhoun,LisaRaye McCoy,Clifton Powell
The Slaughter Rule ,2002,Alex Smith,112,Color,Drama|Sport,USA,A partir de 18 anos,500000,13134,6.1,183,Ryan Gosling,Clea DuVall,Eddie Spears
Crossroads ,2002,Tamra Davis,93,Color,Comedy|Drama,USA,A partir de 13 anos,12000000,37188667,3.3,0,Britney Spears,Katherine Boecher,Dave Allen
Fabled ,2002,Ari Kirschenbaum,84,Black and White,Drama|Horror|Mystery|Thriller,USA,A partir de 18 anos,NA,25918,5.8,7,R. Brandon Johnson,Adam LeFevre,Desmond Askew
