titulo,ano,diretor,duracao,cor,generos,pais,classificacao,orcamento,receita,nota_imdb,likes_facebook,ator_1,ator_2,ator_3
Kiss of Death ,1995,Barbet Schroeder,101,Color,Action|Crime|Thriller,USA,A partir de 18 anos,40000000,14942422,5.9,555,Nicolas Cage,Michael Rapaport,Philip Baker Hall
Hackers ,1995,Iain Softley,107,Color,Comedy|Crime|Drama|Thriller,USA,A partir de 13 anos,20000000,7564000,6.2,12000,Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco
Species ,1995,Roger Donaldson,108,Color,Action|Horror|Sci-Fi|Thriller,USA,A partir de 18 anos,35000000,60054449,5.8,0,Natasha Henstridge,Marg Helgenberger,Jordan Lund
Mr. Holland's Opus ,1995,Stephen Herek,143,Color,Drama|Music,USA,Livre,6500000,82528097,7.3,0,Alicia Witt,Olympia Dukakis,Jean Louisa Kelly
Get Shorty ,1995,Barry Sonnenfeld,105,Color,Comedy|Crime|Thriller,USA,A partir de 18 anos,30250000,72077000,6.9,0,Delroy Lindo,Rene Russo,Jon Gries
Toy Story ,1995,John Lasseter,74,Color,Adventure|Animation|Comedy|Family|Fantasy,USA,Outros,30000000,191796233,8.3,0,Tom Hanks,John Ratzenberger,Jim Varney
Ace Ventura: When Nature Calls ,1995,Steve Oedekerk,90,Color,Adventure|Comedy,USA,A partir de 13 anos,30000000,108360000,6.3,0,Bruce Spence,Bob Gunton,Sophie Okonedo
Se7en ,1995,David Fincher,127,Color,Crime|Drama|Mystery|Thriller,USA,A partir de 18 anos,33000000,100125340,8.6,39000,Morgan Freeman,Brad Pitt,Reg E. Cathey
Virtuosity ,1995,Brett Leonard,106,Color,Action|Crime|Sci-Fi|Thriller,USA,A partir de 18 anos,30000000,24048000,5.5,0,Denzel Washington,Costas Mandylor,Traci Lords
Rob Roy ,1995,Michael Caton-Jones,139,Color,Adventure|Biography,USA,A partir de 18 anos,28000000,31600000,6.9,0,Liam Neeson,Jason Flemyng,Eric Stoltz
Tank Girl ,1995,Rachel Talalay,104,Color,Action|Comedy|Sci-Fi,USA,A partir de 18 anos,25000000,4064333,5.2,0,Naomi Watts,Lori Petty,Jeff Kober
Bad Boys ,1995,Michael Bay,119,Color,Action|Comedy|Crime|Drama|Thriller,USA,A partir de 18 anos,19000000,65807024,6.8,0,Will Smith,Tchéky Karyo,Theresa Randle
The Bridges of Madison County ,1995,Clint Eastwood,135,Color,Drama|Romance,USA,A partir de 13 anos,35000000,70960517,7.5,0,Clint Eastwood,Meryl Streep,Debra Monk
The Net ,1995,Irwin Winkler,114,Color,Action|Crime|Drama|Mystery|Thriller,USA,A partir de 13 anos,22000000,50728000,5.8,0,Ken Howard,Jeremy Northam,Ray McKinnon
Mortal Kombat ,1995,Paul W.S. Anderson,101,Color,Action|Adventure|Fantasy|Sci-Fi|Thriller,USA,A partir de 13 anos,18000000,70360285,5.8,0,Christopher Lambert,Cary-Hiroyuki Tagawa,Bridgette Wilson-Sampras
Copycat ,1995,Jon Amiel,123,Color,Crime|Drama|Mystery|Thriller,USA,A partir de 18 anos,20000000,32051917,6.6,0,William McNamara,Holly Hunter,Harry Connick Jr.
To Die For ,1995,Gus Van Sant,106,Color,Comedy|Crime|Drama,USA,A partir de 18 anos,20000000,21200000,6.8,1000,Kurtwood Smith,Wayne Knight,Holland Taylor
Home for the Holidays ,1995,Jodie Foster,103,Color,Comedy|Drama|Romance,USA,A partir de 13 anos,20000000,17518220,6.6,0,Robert Downey Jr.,Holly Hunter,Steve Guttenberg
Sense and Sensibility ,1995,Ang Lee,136,Color,Drama|Romance,USA,Livre,16500000,42700000,7.7,0,Alan Rickman,Kate Winslet,Tom Wilkinson
Things to Do in Denver When You're Dead ,1995,Gary Fleder,115,Color,Crime|Drama,USA,A partir de 18 anos,7000000,529766,6.8,0,Steve Buscemi,Bill Cobbs,Treat Williams
Vampire in Brooklyn ,1995,Wes Craven,100,Color,Comedy|Fantasy|Horror|Romance,USA,A partir de 18 anos,20000000,19900000,4.5,1000,John Witherspoon,W. Earl Brown,Allen Payne
Clueless ,1995,Amy Heckerling,97,Color,Comedy|Romance,USA,A partir de 13 anos,12000000,56631572,6.8,0,Donald Faison,Dan Hedaya,Elisa Donovan
Tales from the Crypt: Demon Knight ,1995,Ernest R. Dickerson,92,Color,Action|Fantasy|Horror|Thriller,USA,A partir de 18 anos,13000000,21088568,6.7,0,CCH Pounder,Jada Pinkett Smith,Gary Farmer
The Perez Family ,1995,Mira Nair,113,Color,Comedy|Drama|Romance,USA,A partir de 18 anos,11000000,2832826,6.2,174,Anjelica Huston,Chazz Palminteri,Vincent Gallo
Desperado ,1995,Robert Rodriguez,104,Color,Action|Crime|Thriller,USA,A partir de 18 anos,7000000,25625110,7.2,0,Quentin Tarantino,Steve Buscemi,Salma Hayek
Mallrats ,1995,Kevin Smith,123,Color,Comedy|Romance,USA,A partir de 18 anos,6000000,2122561,7.2,0,Ethan Suplee,Jason Mewes,Joey Lauren Adams
The Usual Suspects ,1995,Bryan Singer,106,Color,Crime|Drama|Mystery|Thriller,USA,A partir de 18 anos,6000000,23272306,8.6,28000,Kevin Spacey,Chazz Palminteri,Kevin Pollak
Tales from the Hood ,1995,Rusty Cundieff,98,Color,Comedy|Horror|Thriller,USA,A partir de 18 anos,6000000,11797927,6.1,985,Corbin Bernsen,Clarence Williams III,David Alan Grier
Halloween: The Curse of Michael Myers ,1995,Joe Chappelle,93,Color,Horror|Thriller,USA,A partir de 18 anos,5000000,15126948,4.9,0,Donald Pleasence,Kim Darby,Mitchell Ryan
Leaving Las Vegas ,1995,Mike Figgis,111,Color,Drama|Romance,USA,A partir de 18 anos,3600000,31968347,7.6,0,Nicolas Cage,Valeria Golino,Julian Sands
The Jerky Boys ,1995,James Melkonian,82,Color,Comedy|Crime,USA,A partir de 18 anos,NA,7557877,4.6,138,Vincent Pastore,William Hickey,Peter Appel
Four Rooms ,1995,Allison Anders,110,Color,Comedy|Fantasy,USA,A partir de 18 anos,4000000,4301331,6.7,0,Salma Hayek,Alicia Witt,Lili Taylor
Friday ,1995,F. Gary Gray,97,Black and White,Comedy|Drama,USA,A partir de 18 anos,3500000,27900000,7.3,8000,Nia Long,John Witherspoon,Tony Cox
Before Sunrise ,1995,Richard Linklater,105,Color,Drama|Romance,USA,A partir de 18 anos,2500000,5400000,8.1,22000,Hanno Pöschl,Hans Weingartner,Dominik Castell
Kids ,1995,Larry Clark,91,Color,Drama,USA,Outros,1500000,7417210,7,0,Rosario Dawson,Leo Fitzpatrick,Justin Pierce
Welcome to the Dollhouse ,1995,Todd Solondz,88,Color,Comedy|Drama,USA,A partir de 18 anos,800000,4771000,7.5,0,Heather Matarazzo,Ken Leung,Christina Vidal
The Prophecy ,1995,Gregory Widen,98,Color,Action|Fantasy|Horror|Mystery|Thriller,USA,A partir de 18 anos,8000000,16115878,6.6,0,Viggo Mortensen,Adam Goldberg,Virginia Madsen
The Incredibly True Adventure of Two Girls in Love ,1995,Maria Maggenti,94,Color,Comedy|Drama|Romance,USA,A partir de 18 anos,250000,1977544,6.5,423,Nicole Ari Parker,Laurel Holloman,Stephanie Berry
The Brothers McMullen ,1995,Edward Burns,98,Color,Comedy|Drama|Romance,USA,A partir de 18 anos,25000,10246600,6.6,265,Shari Albert,Michael McGlone,Maxine Bahns
Bang ,1995,Ash Baron-Cohen,98,Color,Crime|Drama,USA,Outros,NA,NA,6.4,20,Peter Greene,Stanley B. Herman,James Noble
