titulo,ano,diretor,duracao,cor,generos,pais,classificacao,orcamento,receita,nota_imdb,likes_facebook,ator_1,ator_2,ator_3
Bulletproof Monk ,2003,Paul Hunter,104,Color,Action|Comedy|Fantasy,USA,A partir de 13 anos,52000000,23020488,5.5,846,Jaime King,Mako,Victoria Smurfit
How to Lose a Guy in 10 Days ,2003,Donald Petrie,116,Color,Comedy|Romance,USA,A partir de 13 anos,50000000,105807520,6.4,0,Matthew McConaughey,Adam Goldberg,Thomas Lennon
Shanghai Knights ,2003,David Dobkin,114,Color,Action|Adventure|Comedy,USA,A partir de 13 anos,50000000,60470220,6.2,955,Fann Wong,Anna-Louise Plowman,Georgina Chapman
Out of Time ,2003,Carl Franklin,114,Color,Crime|Drama|Romance|Thriller,USA,A partir de 18 anos,50000000,40905277,6.5,1000,Denzel Washington,Sanaa Lathan,John Billingsley
The Life of David Gale ,2003,Alan Parker,130,Color,Crime|Drama|Thriller,USA,A partir de 18 anos,50000000,19593740,7.5,0,Kevin Spacey,Kate Winslet,Matt Craven
Scary Movie 3 ,2003,David Zucker,84,Color,Comedy,USA,A partir de 13 anos,48000000,110000082,5.5,0,Regina Hall,Pamela Anderson,Jenny McCarthy
Spy Kids 3-D: Game Over ,2003,Robert Rodriguez,84,Color,Action|Adventure|Comedy|Family|Sci-Fi,USA,Livre,38000000,111760631,4.1,681,Sylvester Stallone,Salma Hayek,Alexa PenaVega
Cheaper by the Dozen ,2003,Shawn Levy,94,Color,Comedy|Family,USA,Livre,40000000,138614544,5.8,0,Tom Welling,Alyson Stoner,Bonnie Hunt
Gothika ,2003,Mathieu Kassovitz,98,Color,Horror|Mystery|Thriller,USA,A partir de 18 anos,40000000,59588068,5.8,0,Robert Downey Jr.,Charles S. Dutton,Bernard Hill
Duplex ,2003,Danny DeVito,89,Color,Comedy,USA,A partir de 13 anos,40000000,9652000,5.8,0,Justin Theroux,Amber Valletta,Harvey Fierstein
A Man Apart ,2003,F. Gary Gray,109,Color,Action|Crime|Drama|Thriller,USA,A partir de 18 anos,36000000,26183197,6.1,0,Vin Diesel,Jeff Kober,Larenz Tate
Head of State ,2003,Chris Rock,95,Color,Comedy,USA,A partir de 13 anos,35200000,37788228,5.4,638,Bernie Mac,Dylan Baker,Tracy Morgan
Radio ,2003,Michael Tollin,109,Color,Biography|Drama|Sport,USA,Livre,35000000,52277485,6.9,0,Alfre Woodard,Riley Smith,Debra Winger
The Order ,2003,Brian Helgeland,102,Color,Action|Mystery|Thriller,USA,A partir de 18 anos,38000000,7659747,5.1,704,Heath Ledger,Mark Addy,Benno Fürmann
Elf ,2003,Jon Favreau,97,Color,Comedy|Family|Fantasy|Romance,USA,Livre,33000000,173381405,6.9,21000,Peter Dinklage,Zooey Deschanel,Will Ferrell
Mystic River ,2003,Clint Eastwood,138,Color,Crime|Drama|Mystery|Thriller,USA,A partir de 18 anos,25000000,90135191,8,12000,John Doman,Spencer Treat Clark,Tom Guiry
Secondhand Lions ,2003,Tim McCanlies,111,Color,Comedy|Drama|Family,USA,Livre,30000000,41407470,7.6,0,Haley Joel Osment,Robert Duvall,Emmanuelle Vaugier
Dumb and Dumberer: When Harry Met Lloyd ,2003,Troy Miller,85,Color,Comedy,USA,A partir de 13 anos,19000000,26096584,3.4,1000,Elden Henson,Mimi Rogers,Cheri Oteri
Alex & Emma ,2003,Rob Reiner,96,Color,Comedy|Romance,USA,A partir de 13 anos,30000000,14208384,5.6,625,David Paymer,Lobo Sebastian,Robert Costanzo
Once Upon a Time in Mexico ,2003,Robert Rodriguez,102,Color,Action|Crime|Thriller,USA,A partir de 18 anos,29000000,55845943,6.4,0,Johnny Depp,Salma Hayek,Enrique Iglesias
Identity ,2003,James Mangold,91,Color,Mystery|Thriller,USA,A partir de 18 anos,30000000,51475962,7.3,11000,Clea DuVall,Rebecca De Mornay,Jake Busey
Freaky Friday ,2003,Mark Waters,97,Color,Comedy|Family|Fantasy|Music|Romance,USA,Livre,26000000,110222438,6.1,0,Jamie Lee Curtis,Julie Gonzalo,Willie Garson
Open Range ,2003,Kevin Costner,139,Color,Drama|Romance|Western,USA,A partir de 18 anos,22000000,58328680,7.5,0,Robert Duvall,Michael Jeter,Julian Richings
Final Destination 2 ,2003,David R. Ellis,90,Color,Horror|Thriller,USA,A partir de 18 anos,26000000,46455802,6.2,0,Sarah Carter,Michael Landes,Keegan Connor Tracy
Freddy vs. Jason ,2003,Ronny Yu,97,Color,Action|Horror|Thriller,USA,A partir de 18 anos,30000000,82163317,5.8,3000,Katharine Isabelle,Jason Ritter,Zack Ward
"Legally Blonde 2: Red, White & Blonde ",2003,Charles Herman-Wurmfeld,95,Color,Comedy,USA,A partir de 13 anos,45000000,89808372,4.6,660,Mary Lynn Rajskub,Bruce McGill,Bob Newhart
Agent Cody Banks ,2003,Harald Zwart,102,Color,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,USA,Livre,26000000,47285499,5,542,Daniel Roebuck,Frankie Muniz,Chris Gauthier
Rugrats Go Wild ,2003,John Eng,80,Color,Adventure|Animation|Comedy|Family|Fantasy|Musical,USA,Livre,25000000,39399750,5.6,329,Elizabeth Daily,Cree Summer,Nancy Cartwright
What a Girl Wants ,2003,Dennie Gordon,105,Color,Comedy|Drama|Family|Romance,USA,Livre,20000000,35990505,5.8,0,Colin Firth,Oliver James,Kelly Preston
Jeepers Creepers II ,2003,Victor Salva,104,Color,Horror,USA,A partir de 18 anos,17000000,35143332,5.6,0,Nicki Aycox,Jonathan Breck,Billy Aaron Brown
Cradle 2 the Grave ,2003,Andrzej Bartkowiak,101,Color,Action|Crime|Drama|Thriller,USA,A partir de 18 anos,30000000,34604054,5.8,1000,Jet Li,Tom Arnold,DMX
Old School ,2003,Todd Phillips,88,Color,Comedy,USA,A partir de 18 anos,24000000,74608545,7.2,0,Will Ferrell,Leah Remini,Patrick Fischler
Bringing Down the House ,2003,Adam Shankman,105,Color,Comedy,USA,A partir de 13 anos,33000000,132541238,5.5,800,Angus T. Jones,Kimberly J. Brown,Steve Harris
School of Rock ,2003,Richard Linklater,108,Color,Comedy|Music,USA,A partir de 13 anos,35000000,81257845,7.1,0,Miranda Cosgrove,Sarah Silverman,Mike White
Holes ,2003,Andrew Davis,117,Black and White,Adventure|Comedy|Drama|Family|Mystery,USA,Livre,20000000,67325559,7.1,0,Tim Blake Nelson,Zane Holtz,Ski Carr
The Jungle Book 2 ,2003,Steve Trenbirth,72,Color,Adventure|Animation|Family|Musical,USA,Outros,20000000,47887943,5.4,227,Haley Joel Osment,Phil Collins,Tony Jay
21 Grams ,2003,Alejandro G. Iñárritu,124,Color,Drama,USA,A partir de 18 anos,20000000,16248701,7.7,0,Naomi Watts,Eddie Marsan,Danny Huston
A Guy Thing ,2003,Chris Koch,101,Color,Comedy|Romance,USA,A partir de 13 anos,20000000,15408822,5.6,401,Thomas Lennon,Lochlyn Munro,James Brolin
Marci X ,2003,Richard Benjamin,80,Color,Comedy|Music,USA,A partir de 18 anos,20000000,1646664,2.8,241,Damon Wayans,Jane Krakowski,Paula Garcés
Just Married ,2003,Shawn Levy,95,Color,Comedy|Romance,USA,A partir de 13 anos,18000000,56127162,5.4,0,Taran Killam,David Agranov,David Moscow
Bad Santa ,2003,Terry Zwigoff,98,Color,Comedy|Crime|Drama,USA,A partir de 18 anos,18000000,60057639,7.1,10000,Bernie Mac,Tony Cox,Alex Borstein
Under the Tuscan Sun ,2003,Audrey Wells,113,Color,Comedy|Drama|Romance,USA,A partir de 13 anos,18000000,43601508,6.7,0,Raoul Bova,Lindsay Duncan,Mario Monicelli
Honey ,2003,Bille Woodruff,94,Color,Drama|Music|Romance,USA,A partir de 13 anos,25000000,30222640,5.3,0,Christian Monzon,Mekhi Phifer,Romeo Miller
Anything Else ,2003,Woody Allen,108,Color,Comedy|Romance,USA,A partir de 18 anos,18000000,3203044,6.4,827,Woody Allen,Stockard Channing,Fisher Stevens
Good Boy! ,2003,John Hoffman,87,Color,Comedy|Drama|Family|Fantasy|Sci-Fi,USA,Livre,17000000,37566230,5.1,309,Liam Aiken,Molly Shannon,Kevin Nealon
Dickie Roberts: Former Child Star ,2003,Sam Weisman,98,Color,Comedy,USA,A partir de 13 anos,17000000,22734486,5.6,320,Kevin Grevioux,Jenna Boyd,Mary McCormack
House of Sand and Fog ,2003,Vadim Perelman,126,Color,Drama,USA,A partir de 18 anos,15000000,13005485,7.6,0,Frances Fisher,Kim Dickens,Ron Eldard
How to Deal ,2003,Clare Kilner,101,Color,Comedy|Drama|Romance,USA,A partir de 13 anos,16000000,14108518,5.7,371,Dylan Baker,Alexandra Holden,Trent Ford
The Lizzie McGuire Movie ,2003,Jim Fall,94,Color,Adventure|Comedy|Family|Music|Romance,USA,Livre,17000000,42672630,5.3,0,Clayton Snyder,Adam Lamberg,Alex Borstein
Malibu's Most Wanted ,2003,John Whitesell,86,Color,Comedy|Crime,USA,A partir de 13 anos,16000000,34308901,5.1,0,Greg Grunberg,Regina Hall,Blair Underwood
Confidence ,2003,James Foley,97,Color,Crime|Thriller,USA,A partir de 18 anos,15000000,12212417,6.7,622,Louis Lombardi,Brian Van Holt,Leland Orser
My Boss's Daughter ,2003,David Zucker,90,Color,Comedy|Romance,USA,A partir de 13 anos,14000000,15549702,4.6,411,Carmen Electra,Tyler Labine,Molly Shannon
From Justin to Kelly ,2003,Robert Iscove,90,Color,Comedy|Musical|Romance,USA,Livre,12000000,4922166,2.1,0,Anika Noni Rose,Kelly Clarkson,Brian Dietzen
Wrong Turn ,2003,Rob Schmidt,84,Color,Horror|Thriller,USA,A partir de 18 anos,12600000,15417771,6.1,0,Kevin Zegers,Lindy Booth,Julian Richings
The Brown Bunny ,2003,Vincent Gallo,93,Color,Drama,USA,Outros,10000000,365734,5,952,Vincent Gallo,Cheryl Tiegs,Anna Vareschi
Chasing Papi ,2003,Linda Mendoza,76,Color,Comedy|Romance,USA,Livre,NA,6126237,4.8,419,Carlos Ponce,Freddy Rodríguez,Maria Conchita Alonso
The Singing Detective ,2003,Keith Gordon,109,Color,Comedy|Crime|Musical|Mystery,USA,A partir de 18 anos,8000000,336456,5.6,494,Robert Downey Jr.,Robin Wright,Alfre Woodard
Masked and Anonymous ,2003,Larry Charles,112,Color,Comedy|Drama|Music,USA,A partir de 13 anos,NA,533344,5.5,655,Jeff Bridges,Cheech Marin,Bruce Dern
Darkness Falls ,2003,Jonathan Liebesman,96,Color,Horror|Mystery|Thriller,USA,A partir de 13 anos,11000000,32131483,4.9,2000,Sullivan Stapleton,Emma Caulfield,Angus Sampson
House of 1000 Corpses ,2003,Rob Zombie,105,Black and White,Horror,USA,A partir de 18 anos,7000000,12583510,6,0,Sid Haig,Matthew McGrory,Erin Daniels
Shade ,2003,Damian Nieman,101,Color,Crime|Thriller,USA,A partir de 18 anos,6800000,10696,6.4,413,Glenn Plummer,Jason Cerbone,Mark De Alessandro
A Mighty Wind ,2003,Christopher Guest,91,Color,Comedy|Music,USA,A partir de 13 anos,NA,17508936,7.3,0,Michael McKean,Christopher Guest,Laura Harris
Shattered Glass ,2003,Billy Ray,99,Color,Drama|History,USA,A partir de 13 anos,6000000,2207975,7.2,0,Hayden Christensen,Rosario Dawson,Cas Anvar
11:14 ,2003,Greg Marcks,85,Color,Comedy|Crime|Drama,USA,A partir de 18 anos,6000000,NA,7.2,0,Henry Thomas,Barbara Hershey,Shawn Hatosy
Wonderland ,2003,James Cox,104,Color,Crime|Drama|Mystery|Thriller,USA,A partir de 18 anos,5000000,1056102,6.6,1000,Alexis Dziena,Louis Lombardi,Franky G
Monster ,2003,Patty Jenkins,109,Color,Biography|Crime|Drama|Thriller,USA,A partir de 18 anos,4500000,34468224,7.3,0,Charlize Theron,Bruce Dern,Pruitt Taylor Vince
Party Monster ,2003,Fenton Bailey,98,Color,Biography|Crime|Drama|Thriller,USA,A partir de 18 anos,5000000,296665,6.3,0,Macaulay Culkin,Mia Kirshner,Marilyn Manson
Lost in Translation ,2003,Sofia Coppola,101,Color,Drama,USA,A partir de 18 anos,4000000,44566004,7.8,17000,Scarlett Johansson,Bill Murray,Catherine Lambert
The Cooler ,2003,Wayne Kramer,101,Color,Crime|Drama|Fantasy|Romance,USA,A partir de 18 anos,3200000,8243880,7,762,Estella Warren,Paul Sorvino,Shawn Hatosy
The Real Cancun ,2003,Rick de Oliveira,96,Color,Documentary,USA,A partir de 18 anos,8000000,3713002,2.7,131,Laura Ramsey,Alan Taylor,Benjamin Fletcher
DysFunktional Family ,2003,George Gallo,89,Color,Comedy|Documentary,USA,A partir de 18 anos,3000000,2223990,6.6,26,Eddie Griffin,Joe Howard,Robert Noble
American Splendor ,2003,Shari Springer Berman,101,Color,Biography|Comedy|Drama,USA,A partir de 18 anos,NA,6003587,7.5,0,Josh Hutcherson,James Urbaniak,Daniel Tay
Thirteen ,2003,Catherine Hardwicke,100,Color,Drama,USA,A partir de 18 anos,1500000,4599680,6.8,0,Holly Hunter,Sarah Clarke,Kip Pardue
"The Book of Mormon Movie, Volume 1: The Journey ",2003,Gary Rogers,120,Color,Adventure,USA,A partir de 13 anos,2000000,1098224,3.3,32,Noah Danby,Kirby Heyborne,Bruce Newbold
This Thing of Ours ,2003,Danny Provenzano,100,Color,Crime|Drama,USA,Outros,NA,NA,5.4,61,Vincent Pastore,Frank Vincent,Chuck Zito
Northfork ,2003,Michael Polish,103,Color,Drama|Fantasy,USA,A partir de 13 anos,1900000,1420578,6.4,298,Peter Coyote,Anthony Edwards,Jon Gries
I Love Your Work ,2003,Adam Goldberg,111,Color,Drama|Mystery,USA,A partir de 18 anos,1650000,2580,5.4,63,Judy Greer,Marisa Coughlan,Nicky Katt
The Hebrew Hammer ,2003,Jonathan Kesselman,87,Black and White,Comedy,USA,A partir de 18 anos,1000000,19539,6.2,3000,Judy Greer,Adam Goldberg,Tony Cox
Grand Theft Parsons ,2003,David Caffrey,88,Color,Adventure|Comedy|Drama,USA,A partir de 13 anos,NA,NA,6.1,480,Marley Shelton,Scott Adsit,Jim Cody Williams
All the Real Girls ,2003,David Gordon Green,108,Color,Drama|Romance,USA,A partir de 18 anos,2500000,548712,6.9,571,Zooey Deschanel,Paul Schneider,Shea Whigham
The Battle of Shaker Heights ,2003,Efram Potelle,79,Color,Comedy|Drama|Romance,USA,A partir de 13 anos,1000000,279282,6.1,150,Shiri Appleby,Elden Henson,Kathleen Quinlan
Latter Days ,2003,C. Jay Cox,107,Color,Comedy|Drama|Romance,USA,A partir de 18 anos,850000,819939,7.2,0,Joseph Gordon-Levitt,Rob McElhenney,Jacqueline Bisset
The Mudge Boy ,2003,Michael Burke,94,Color,Crime|Drama|Romance,USA,A partir de 18 anos,800000,NA,7.2,396,Zachary Knighton,Tom Guiry,Ryan Donowho
Saints and Soldiers ,2003,Ryan Little,90,Color,Action|Adventure|Drama|War,USA,A partir de 13 anos,780000,1310270,6.8,1000,Corbin Allred,Larry Bagby,Kirby Heyborne
Open Water ,2003,Chris Kentis,79,Color,Adventure|Biography|Drama|Horror|Thriller,USA,A partir de 18 anos,500000,30500882,5.7,0,Blanchard Ryan,Saul Stein,Daniel Travis
The Station Agent ,2003,Tom McCarthy,89,Color,Comedy|Drama,USA,A partir de 18 anos,500000,5739376,7.7,0,Peter Dinklage,Joe Lo Truglio,Paula Garcés
The R.M. ,2003,Kurt Hale,101,Color,Comedy|Crime|Family,USA,Livre,500000,1111615,6,44,Kirby Heyborne,Big Budah,Curt Doussett
Gory Gory Hallelujah ,2003,Sue Corcoran,96,Color,Comedy|Fantasy|Horror|Musical,USA,Outros,100000,11798,4.7,39,Tony Doupe,Sue Corcoran,David Frederick White
Tarnation ,2003,Jonathan Caouette,88,Color,Biography|Documentary,USA,Outros,218,592014,7.2,754,Greg Ayres,Jonathan Caouette,Renee Leblanc
Tupac: Resurrection ,2003,Lauren Lazin,112,Color,Biography|Documentary|Music,USA,A partir de 18 anos,NA,7707563,8,0,James Cagney,Gary Coleman,Todd Bridges
Pieces of April ,2003,Peter Hedges,80,Color,Comedy|Drama,USA,A partir de 13 anos,300000,2360184,7.1,0,Oliver Platt,Adrian Martinez,Derek Luke
Malevolence ,2003,Stevan Mena,90,Color,Crime|Horror|Mystery|Thriller,USA,A partir de 18 anos,200000,NA,5.1,198,R. Brandon Johnson,Stevan Mena,Richard Glover
The Work and the Story ,2003,Nathan Smith Jones,77,Color,Comedy,USA,Outros,103000,NA,5.7,0,Richard Moll,Frank Gerrish,Christopher Robin Miller
Flywheel ,2003,Alex Kendrick,120,Color,Drama,USA,Outros,20000,NA,6.9,725,Shannen Fields,Lisa Arnold,Janet Lee Dapper
